ERA Journal Id,Title,Foreign Title,FoR 1,FoR 1 Name,FoR 2,FoR 2 Name,FoR 3,FoR 3 Name,ISSN 1,ISSN 2,ISSN 3,ISSN 4,ISSN 5,ISSN 6,ISSN 7,,,,,,
6441,Journal of Occupational Health Psychology,,1503,Business and Management,1701,Psychology,,,1076-8998,1939-1307,,,,,,,,,,,
6442,Journal of Organizational Behavior,,1503,Business and Management,1701,Psychology,,,0894-3796,1099-1379,,,,,,,,,,,
6443,Journal of Organizational Behavior Management,,1503,Business and Management,,,,,0160-8061,1540-8604,,,,,,,,,,,
6444,Journal of Parapsychology,,1701,Psychology,,,,,0022-3387,,,,,,,,,,,,
6447,Journal of Personality,,1701,Psychology,1702,Cognitive Science,,,0022-3506,1467-6494,,,,,,,,,,,
6448,Journal of Personality and Social Psychology,,1505,Marketing,1701,Psychology,1702,Cognitive Science,0022-3514,1939-1315,,,,,,,,,,,
6449,Journal of Personality Assessment,,15,"Commerce, Management, Tourism and Services",16,Studies in Human Society,17,Psychology and Cognitive Sciences,0022-3891,1532-7752,,,,,,,,,,,
6450,Journal of Phenomenological Psychology,,1701,Psychology,2203,Philosophy,,,0047-2662,1569-1624,,,,,,,,,,,
6451,Journal of Positive Behavior Interventions,,1701,Psychology,,,,,1098-3007,1538-4772,,,,,,,,,,,
6452,Journal of Psychoactive Drugs,,1117,Public Health and Health Services,1701,Psychology,,,0279-1072,,,,,,,,,,,,
6453,Journal of Psychoeducational Assessment,,1302,Curriculum and Pedagogy,1303,Specialist Studies in Education,1701,Psychology,0734-2829,1557-5144,,,,,,,,,,,
6454,Journal of Psychohistory,,2103,Historical Studies,2202,History and Philosophy of Specific Fields,,,0145-3378,,,,,,,,,,,,
6455,Journal of Psycholinguistic Research,,1701,Psychology,1702,Cognitive Science,2004,Linguistics,0090-6905,1573-6555,,,,,,,,,,,
6457,Journal of Psychology: interdisciplinary and applied,,1701,Psychology,1702,Cognitive Science,,,0022-3980,1940-1019,,,,,,,,,,,
6458,International Journal of Sexual Health,,1701,Psychology,,,,,0890-7064,1931-7611,1931-762X,,,,,,,,,,
6460,Journal of Psychology and Theology: an evangelical forum for the integration of psychology and theology,,1701,Psychology,2204,Religion and Religious Studies,,,0091-6471,,,,,,,,,,,,
6461,Journal of Psychopathology and Behavioral Assessment,,1701,Psychology,1702,Cognitive Science,,,0882-2689,1573-3505,,,,,,,,,,,
6462,Journal of Psychophysiology,,1109,Neurosciences,1701,Psychology,1702,Cognitive Science,2151-2124,,,,,,,,,,,,
6463,Journal of Psychosocial Nursing and Mental Health Services,,1110,Nursing,1701,Psychology,,,0279-3695,1938-2413,,,,,,,,,,,
6464,Journal of Psychosocial Oncology,,1701,Psychology,,,,,0734-7332,1540-7586,,,,,,,,,,,
6465,Journal of Psychosomatic Obstetrics and Gynecology,,1114,Paediatrics and Reproductive Medicine,,,,,0167-482X,1743-8942,,,,,,,,,,,
6466,Journal of Psychotherapy Integration,,1701,Psychology,1702,Cognitive Science,,,1053-0479,1573-3696,,,,,,,,,,,
6468,Journal of Reproductive and Infant Psychology,,1701,Psychology,,,,,0264-6838,1469-672X,,,,,,,,,,,
6469,Journal of Research in Personality,,1503,Business and Management,1701,Psychology,1702,Cognitive Science,0092-6566,1095-7251,,,,,,,,,,,
6471,Journal of School Psychology,,1303,Specialist Studies in Education,1701,Psychology,,,0022-4405,1873-3506,,,,,,,,,,,
6472,Journal of Sex and Marital Therapy,,1701,Psychology,,,,,0092-623X,1521-0715,,,,,,,,,,,
6473,Journal of Sex Research,,1699,Other Studies in Human Society,1701,Psychology,,,0022-4499,1559-8519,,,,,,,,,,,
6474,Journal of Social and Clinical Psychology,,1701,Psychology,1702,Cognitive Science,,,0736-7236,1943-2771,,,,,,,,,,,
6475,Journal of Social and Personal Relationships,,1701,Psychology,,,,,0265-4075,1460-3608,,,,,,,,,,,
6477,Journal of Social Psychology,,1608,Sociology,1701,Psychology,1702,Cognitive Science,0022-4545,1940-1183,,,,,,,,,,,
6478,Journal of Sport and Exercise Psychology,,11,Medical and Health Sciences,13,Education,17,Psychology and Cognitive Sciences,0895-2779,1543-2904,,,,,,,,,,,
6480,Journal of Studies on Alcohol and Drugs,,1117,Public Health and Health Services,1701,Psychology,,,0096-882X,1937-1888,1938-4114,,,,,,,,,,
6481,Journal of Substance Abuse Treatment,,1117,Public Health and Health Services,1701,Psychology,,,0740-5472,1873-6483,,,,,,,,,,,
6482,Journal of Technology in Counseling,,1503,Business and Management,1701,Psychology,,,1527-6228,,,,,,,,,,,,
6483,Journal of the American Academy of Child and Adolescent Psychiatry,,11,Medical and Health Sciences,17,Psychology and Cognitive Sciences,,,0890-8567,1527-5418,,,,,,,,,,,
6484,Journal of the American Psychoanalytic Association,,1701,Psychology,,,,,0003-0651,1941-2460,,,,,,,,,,,
6485,Journal of the American Society for Psychical Research,,1701,Psychology,,,,,0003-1070,,,,,,,,,,,,
6487,Journal of the Experimental Analysis of Behavior,,1701,Psychology,1702,Cognitive Science,,,0022-5002,1938-3711,,,,,,,,,,,
6488,Journal of the International Neuropsychological Society,,11,Medical and Health Sciences,17,Psychology and Cognitive Sciences,,,1355-6177,1469-7661,,,,,,,,,,,
6489,Journal of the Learning Sciences,,1303,Specialist Studies in Education,,,,,1050-8406,1532-7809,,,,,,,,,,,
6491,Journal of Transpersonal Psychology,,1701,Psychology,,,,,0022-524X,,,,,,,,,,,,
6492,Journal of Traumatic Stress,,1701,Psychology,,,,,0894-9867,1573-6598,,,,,,,,,,,
6494,Journal of Vocational Behavior,,1303,Specialist Studies in Education,1503,Business and Management,1701,Psychology,0001-8791,1095-9084,,,,,,,,,,,
6495,Journal of Youth and Adolescence: a multidisciplinary research publication,,1303,Specialist Studies in Education,1701,Psychology,,,0047-2891,1573-6601,,,,,,,,,,,
6497,Kindheit und Entwicklung: Zeitschrift fuer klinische Kinderpsychologie,,1701,Psychology,,,,,0942-5403,,,,,,,,,,,,
6498,Koelner Zeitschrift fuer Soziologie und Sozialpsychologie,,1608,Sociology,1701,Psychology,,,0023-2653,1861-891X,,,,,,,,,,,
6499,"Language, Cognition and Neuroscience",,1701,Psychology,1702,Cognitive Science,2004,Linguistics,0169-0965,1464-0732,2327-3798,2327-3801,,,,,,,,,
6500,Language and Speech,,1701,Psychology,1702,Cognitive Science,2004,Linguistics,0023-8309,1756-6053,,,,,,,,,,,
6501,Laterality,,1701,Psychology,1702,Cognitive Science,,,1357-650X,1464-0678,,,,,,,,,,,
6502,Law and Human Behavior,,1701,Psychology,1702,Cognitive Science,1801,Law,0147-7307,1573-661X,,,,,,,,,,,
6503,The Leadership Quarterly,,1503,Business and Management,1701,Psychology,,,1048-9843,1873-3409,,,,,,,,,,,
6504,Learning and Behavior,,1701,Psychology,1702,Cognitive Science,,,0090-4996,1543-4494,1543-4508,,,,,,,,,,
6505,Learning and Memory,,06,Biological Sciences,11,Medical and Health Sciences,17,Psychology and Cognitive Sciences,1072-0502,1549-5485,,,,,,,,,,,
6506,Learning and Individual Differences: journal of psychology and education,,1303,Specialist Studies in Education,1701,Psychology,,,1041-6080,1873-3425,,,,,,,,,,,
6507,Learning and Instruction,,1302,Curriculum and Pedagogy,1303,Specialist Studies in Education,1701,Psychology,0959-4752,1873-3263,,,,,,,,,,,
6508,Learning and Motivation,,1303,Specialist Studies in Education,1701,Psychology,,,0023-9690,1095-9122,,,,,,,,,,,
6509,Legal and Criminological Psychology,,1602,Criminology,1701,Psychology,1801,Law,1355-3259,2044-8333,,,,,,,,,,,
6511,Measurement and Evaluation in Counseling and Development,,1303,Specialist Studies in Education,1701,Psychology,,,0748-1756,,,,,,,,,,,,
6512,Media Psychology,,1701,Psychology,1902,"Film, Television and Digital Media",2001,Communication and Media Studies,1521-3269,1532-785X,,,,,,,,,,,
6514,Memory,,1109,Neurosciences,1701,Psychology,1702,Cognitive Science,0965-8211,1464-0686,,,,,,,,,,,
6515,Memory and Cognition,,1109,Neurosciences,1701,Psychology,1702,Cognitive Science,0090-502X,1532-5946,,,,,,,,,,,
6519,Military Psychology,,1503,Business and Management,1701,Psychology,,,0899-5605,1532-7876,,,,,,,,,,,
6520,Mind and Language,,1701,Psychology,1702,Cognitive Science,2203,Philosophy,0268-1064,1468-0017,,,,,,,,,,,
6521,Minnesota Symposia on Child Psychology Series,,1701,Psychology,1702,Cognitive Science,,,0076-9266,,,,,,,,,,,,
6523,Motivation and Emotion,,1701,Psychology,1702,Cognitive Science,,,0146-7239,1573-6644,,,,,,,,,,,
6525,Music Perception,,1701,Psychology,1702,Cognitive Science,1904,Performing Arts and Creative Writing,0730-7829,1533-8312,,,,,,,,,,,
6526,Nebraska Symposium on Motivation,,1701,Psychology,,,,,0146-7875,,,,,,,,,,,,
6527,Network: computation in neural systems,,08,Information and Computing Sciences,11,Medical and Health Sciences,17,Psychology and Cognitive Sciences,0954-898X,1361-6536,,,,,,,,,,,
6528,Neurobiology of Learning and Memory,,11,Medical and Health Sciences,17,Psychology and Cognitive Sciences,,,1074-7427,1095-9564,,,,,,,,,,,
6529,Neurocase,,1103,Clinical Sciences,1701,Psychology,1702,Cognitive Science,1355-4794,1362-4970,1465-3656,,,,,,,,,,
6530,Cognitive and Behavioral Neurology,,11,Medical and Health Sciences,17,Psychology and Cognitive Sciences,,,1537-0887,1543-3633,1543-3641,,,,,,,,,,
6531,Neuropsychologia,,1109,Neurosciences,1701,Psychology,1702,Cognitive Science,0028-3932,1873-3514,,,,,,,,,,,
6532,Neuropsychological Rehabilitation,,11,Medical and Health Sciences,17,Psychology and Cognitive Sciences,,,0960-2011,1464-0694,,,,,,,,,,,
6533,Neuropsychology,,1109,Neurosciences,1701,Psychology,1702,Cognitive Science,0894-4105,1931-1559,,,,,,,,,,,
6534,Neuropsychology Review,,1109,Neurosciences,1701,Psychology,1702,Cognitive Science,1040-7308,1573-6660,,,,,,,,,,,
6535,Journal of Clinical and Experimental Neuropsychology,,1109,Neurosciences,1701,Psychology,1702,Cognitive Science,1380-3395,1744-411X,,,,,,,,,,,
6536,New Ideas in Psychology,,1701,Psychology,1702,Cognitive Science,,,0732-118X,1873-3522,,,,,,,,,,,
6537,New Zealand Journal of Psychology,,1701,Psychology,1702,Cognitive Science,,,0112-109X,0303-6863,,,,,,,,,,,
6540,"Nordic Psychology: theory, research, practice",,1701,Psychology,1702,Cognitive Science,,,0029-1463,1901-2276,,,,,,,,,,,
6541,North American Journal of Psychology,,1701,Psychology,1702,Cognitive Science,,,1527-7143,,,,,,,,,,,,
6542,Nouvelle Revue de Psychosociologie,,1701,Psychology,,,,,1951-9532,1961-8697,,,,,,,,,,,
6543,Omega: Journal of Death and Dying,,1701,Psychology,,,,,0030-2228,1541-3764,,,,,,,,,,,
6544,Organizational Behavior and Human Decision Processes,,15,"Commerce, Management, Tourism and Services",17,Psychology and Cognitive Sciences,,,0749-5978,1095-9920,,,,,,,,,,,
6545,Organizational Dynamics,,1503,Business and Management,1701,Psychology,,,0090-2616,1873-3530,,,,,,,,,,,
6546,Pastoral Psychology,,1701,Psychology,,,,,0031-2789,1573-6679,,,,,,,,,,,
6547,Integrative Psychological and Behavioral Science,,1701,Psychology,1702,Cognitive Science,,,1053-881X,1932-4502,1936-3567,,,,,,,,,,
6548,Perception,,1701,Psychology,1702,Cognitive Science,,,0301-0066,1468-4233,,,,,,,,,,,
6549,"Attention, Perception and Psychophysics",,1701,Psychology,1702,Cognitive Science,,,0031-5117,1943-3921,1943-393X,,,,,,,,,,
6551,Personal Relationships,,1701,Psychology,2001,Communication and Media Studies,,,1350-4126,1475-6811,,,,,,,,,,,
6553,Personality and Individual Differences,,1701,Psychology,1702,Cognitive Science,,,0191-8869,1873-3549,,,,,,,,,,,
6555,Personality and Social Psychology Bulletin,,1701,Psychology,1702,Cognitive Science,,,0146-1672,1552-7433,,,,,,,,,,,
6556,Personality and Social Psychology Review,,1701,Psychology,1702,Cognitive Science,,,1088-8683,1532-7957,,,,,,,,,,,
6557,HR focus: the hands-on tool for human resources professionals,,1503,Business and Management,,,,,0031-5702,1059-6038,1945-5089,,,,,,,,,,
6559,Personnel Psychology: the study of people at work,,1503,Business and Management,1701,Psychology,,,0031-5826,1744-6570,,,,,,,,,,,
6560,Personnel Review,,1503,Business and Management,1605,Policy and Administration,1701,Psychology,0048-3486,1758-6933,,,,,,,,,,,
6561,Philosophical Psychology,,1701,Psychology,1702,Cognitive Science,2203,Philosophy,0951-5089,1465-394X,,,,,,,,,,,
6562,"Cognitive, Affective and Behavioral Neuroscience",,1109,Neurosciences,1701,Psychology,1702,Cognitive Science,1530-7026,1531-135X,,,,,,,,,,,
6563,Physiology and Behavior,,06,Biological Sciences,11,Medical and Health Sciences,17,Psychology and Cognitive Sciences,0031-9384,1873-507X,,,,,,,,,,,
6564,Polish Psychological Bulletin,,1701,Psychology,1702,Cognitive Science,,,0079-2993,1641-7844,,,,,,,,,,,
6565,Political Psychology,,1606,Political Science,1701,Psychology,1702,Cognitive Science,0162-895X,1467-9221,,,,,,,,,,,
6567,"Praxis der Kinderpsychologie und Kinderpsychiatrie: Ergebnisse aus Psychoanalyse, Psychologie und Familientherapie",,1701,Psychology,,,,,0032-7034,,,,,,,,,,,,
6568,Professional Psychology: Research and Practice,,1701,Psychology,1799,Other Psychology and Cognitive Science,,,0735-7028,1939-1323,,,,,,,,,,,
6572,Progress in Psychobiology and Physiological Psychology,,1701,Psychology,1702,Cognitive Science,,,0079-6670,0363-0951,,,,,,,,,,,
6573,Psicologia Conductual: revista internacional de psicologia clinica y de la salud,,1701,Psychology,1702,Cognitive Science,,,1132-9483,,,,,,,,,,,,
6574,Psicologica: journal of methodology and experimental psychology,,1701,Psychology,1702,Cognitive Science,,,0211-2159,1576-8597,,,,,,,,,,,
6575,Psicothema: Revista de Psicologia,,1701,Psychology,,,,,0214-9915,1886-144X,,,,,,,,,,,
6576,Psikhologicheskii Zhurnal,,1701,Psychology,,,,,0205-9592,,,,,,,,,,,,
6577,Psyche: Zeitschrift fuer Psychoanalyse und ihre Anwendungen,,1701,Psychology,,,,,0033-2623,,,,,,,,,,,,
6578,Psychiatry Psychology and Law,,1701,Psychology,1702,Cognitive Science,1801,Law,1321-8719,1934-1687,,,,,,,,,,,
6579,"Psychoanalysis, Culture and Society",,MD,Multidisciplinary,,,,,1088-0763,1543-3390,,,,,,,,,,,
6580,Psychoanalytic Dialogues: a journal of relational perspectives,,1701,Psychology,,,,,1048-1885,1940-9222,,,,,,,,,,,
6581,Psychoanalytic Inquiry: a topical journal for mental health professionals,,MD,Multidisciplinary,,,,,0735-1690,1940-9133,,,,,,,,,,,
6582,Psychoanalytic Psychology,,1701,Psychology,,,,,0736-9735,1939-1331,,,,,,,,,,,
6583,Psychoanalytic Quarterly,,1701,Psychology,,,,,0033-2828,,,,,,,,,,,,
6584,The Psychoanalytic Study of the Child,,1701,Psychology,,,,,0079-7308,,,,,,,,,,,,
6587,Psychologia: an international journal of psychology in the Orient,,1701,Psychology,1702,Cognitive Science,,,0033-2852,1347-5916,,,,,,,,,,,
6588,Psychologica Belgica,,1701,Psychology,1702,Cognitive Science,,,0033-2879,,,,,,,,,,,,
6589,Psychological Assessment,,1503,Business and Management,1701,Psychology,1702,Cognitive Science,1040-3590,1939-134X,,,,,,,,,,,
6590,Psychological Bulletin,,1505,Marketing,1701,Psychology,1702,Cognitive Science,0033-2909,1939-1455,,,,,,,,,,,
6591,Psychological Inquiry: an international journal of peer commentary and review,,1701,Psychology,1702,Cognitive Science,,,1047-840X,1532-7965,,,,,,,,,,,
6592,Psychological Medicine,,1109,Neurosciences,1117,Public Health and Health Services,1701,Psychology,0033-2917,1469-8978,,,,,,,,,,,
6593,Psychological Methods,,1701,Psychology,1702,Cognitive Science,,,1082-989X,1939-1463,,,,,,,,,,,
6594,The Psychological Record: a quarterly journal in theoretical and experimental psychology,,1701,Psychology,1702,Cognitive Science,,,0033-2933,,,,,,,,,,,,
6595,Psychological Reports,,1701,Psychology,1702,Cognitive Science,,,0033-2941,1558-691X,,,,,,,,,,,
6596,"Psychological Research: an international journal of perception, attention, memory and action",,1701,Psychology,1702,Cognitive Science,,,0340-0727,1430-2772,,,,,,,,,,,
6597,Psychological Review,,1701,Psychology,1702,Cognitive Science,,,0033-295X,1939-1471,,,,,,,,,,,
6598,Psychological Science,,1701,Psychology,1702,Cognitive Science,,,0956-7976,1467-9280,,,,,,,,,,,
6599,Psychological Science in the Public Interest,,1701,Psychology,1702,Cognitive Science,,,1529-1006,,,,,,,,,,,,
6600,Psychologie du Travail et des Organisations,,1701,Psychology,,,,,1420-2530,1778-3631,,,,,,,,,,,
6601,Psychologie in Erziehung und Unterricht: Organ der Deutschen Gesellschaft fuer Psychologie,,1701,Psychology,,,,,0342-183X,,,,,,,,,,,,
6603,Psychologische Rundschau: Offizielles Orgen des Deutschen Gesellschaft fuer Psychologie zugleich Informationsorgan des Berufsverbandes Deutscher Psychologinnen und Psychologen,,1701,Psychology,1702,Cognitive Science,,,0033-3042,,,,,,,,,,,,
6606,Psychology and Health: an international journal,,1302,Curriculum and Pedagogy,1701,Psychology,,,0887-0446,1476-8321,,,,,,,,,,,
6607,Psychology and Marketing,,15,"Commerce, Management, Tourism and Services",17,Psychology and Cognitive Sciences,,,0742-6046,1520-6793,,,,,,,,,,,
6608,Psychology and Aging,,1701,Psychology,1702,Cognitive Science,,,0882-7974,1939-1498,,,,,,,,,,,
6610,"Psychology and Psychotherapy: theory, research and practice",,1701,Psychology,1702,Cognitive Science,,,1476-0835,2044-8341,,,,,,,,,,,
6611,"Psychology, Crime and Law",,1602,Criminology,1701,Psychology,1801,Law,1068-316X,1477-2744,,,,,,,,,,,
6612,"Psychology, Health and Medicine",,1503,Business and Management,1701,Psychology,,,1354-8506,1465-3966,,,,,,,,,,,
6613,Psychology in the Schools,,1303,Specialist Studies in Education,1701,Psychology,,,0033-3085,1520-6807,,,,,,,,,,,
6614,Psychology Learning and Teaching,,1701,Psychology,1702,Cognitive Science,,,1475-7257,,,,,,,,,,,,
6615,Psychology of Addictive Behaviors,,1701,Psychology,,,,,0893-164X,1939-1501,,,,,,,,,,,
6616,Psychology of Learning and Motivation: Advances in Research and Theory,,1701,Psychology,1702,Cognitive Science,,,0079-7421,1557-802X,,,,,,,,,,,
6617,Psychology of Music,,1303,Specialist Studies in Education,1701,Psychology,1904,Performing Arts and Creative Writing,0305-7356,1741-3087,,,,,,,,,,,
6618,Psychology of Sport and Exercise,,11,Medical and Health Sciences,13,Education,17,Psychology and Cognitive Sciences,1469-0292,,,,,,,,,,,,
6619,Psychology of Women Quarterly,,1117,Public Health and Health Services,1699,Other Studies in Human Society,1701,Psychology,0361-6843,1471-6402,,,,,,,,,,,
6620,"Psychology, Public Policy, and Law",,1605,Policy and Administration,1701,Psychology,1801,Law,1076-8971,1939-1528,,,,,,,,,,,
6622,Psychometrika,,0102,Applied Mathematics,1701,Psychology,,,0033-3123,1860-0980,,,,,,,,,,,
6623,Psychonomic Bulletin and Review,,1701,Psychology,1702,Cognitive Science,,,1069-9384,1531-5320,,,,,,,,,,,
6624,"Psycho-Oncology: journal of the psychological, social and behavioral dimensions of cancer",,1103,Clinical Sciences,1112,Oncology and Carcinogenesis,1701,Psychology,1057-9249,1099-1611,,,,,,,,,,,
6625,Psychophysiology,,06,Biological Sciences,11,Medical and Health Sciences,17,Psychology and Cognitive Sciences,0048-5772,1469-8986,,,,,,,,,,,
6626,Psychosomatic Medicine,,11,Medical and Health Sciences,17,Psychology and Cognitive Sciences,,,0033-3174,1534-7796,,,,,,,,,,,
6627,Psychosomatics,,1103,Clinical Sciences,1701,Psychology,,,0033-3182,1545-7206,,,,,,,,,,,
6628,Psychotherapeut: Fachzeitschrift fuer Aerzte und Psychologen in der Praxis und Klinik,,1701,Psychology,,,,,0032-7077,0171-791X,0935-6185,1432-2080,,,,,,,,,
6629,Psychotherapie Psychosomatik Medizinische Psychologie,,1701,Psychology,,,,,0937-2032,1439-1058,,,,,,,,,,,
6631,Psychotherapy and Psychosomatics,,1701,Psychology,,,,,0033-3190,1423-0348,,,,,,,,,,,
6632,Psychotherapy Research,,1103,Clinical Sciences,1607,Social Work,1701,Psychology,1050-3307,1468-4381,,,,,,,,,,,
6633,"Psychotherapy: Theory, Research and Practice",,1701,Psychology,,,,,0033-3204,1939-1536,,,,,,,,,,,
6635,Qualitative Research in Psychology,,1503,Business and Management,1701,Psychology,,,1478-0887,1478-0895,,,,,,,,,,,
6636,Quarterly Journal of Experimental Psychology,,1701,Psychology,1702,Cognitive Science,,,1747-0218,1747-0226,,,,,,,,,,,
6639,Reading Research Quarterly,,1302,Curriculum and Pedagogy,1701,Psychology,,,0034-0553,1936-2722,,,,,,,,,,,
6640,Rehabilitation Psychology,,1103,Clinical Sciences,1701,Psychology,,,0090-5550,1939-1544,,,,,,,,,,,
6642,Research on Language and Social Interaction,,16,Studies in Human Society,17,Psychology and Cognitive Sciences,20,"Language, Communication and Culture",0835-1813,1532-7973,,,,,,,,,,,
6643,Research Quarterly for Exercise and Sport,,1106,Human Movement and Sports Science,1302,Curriculum and Pedagogy,1701,Psychology,0270-1367,0364-9857,,,,,,,,,,,
6644,Review of General Psychology,,1701,Psychology,1702,Cognitive Science,2203,Philosophy,1089-2680,1939-1552,,,,,,,,,,,
6648,Interamerican Journal of Psychology,,1701,Psychology,1702,Cognitive Science,,,0034-9690,,,,,,,,,,,,
6649,Revista Latinoamericana de Psicologia,,1701,Psychology,1702,Cognitive Science,,,0120-0534,,,,,,,,,,,,
6650,Revista Mexicana de Psicologia,,1701,Psychology,1702,Cognitive Science,,,0185-6073,,,,,,,,,,,,
6651,Revue de Neuropsychologie,,1109,Neurosciences,1701,Psychology,1702,Cognitive Science,1155-4452,,,,,,,,,,,,
6652,Revue Europeene de Psychologie Appliquee,,1701,Psychology,1702,Cognitive Science,,,1162-9088,,,,,,,,,,,,
6653,Revue Francaise de Psychanalyse,,1701,Psychology,,,,,0035-2942,,,,,,,,,,,,
6654,Revue Internationale de Psychologie Sociale,,1701,Psychology,,,,,0992-986X,,,,,,,,,,,,
6655,Saggi: Child Development Disabilities,,1701,Psychology,,,,,0390-5179,,,,,,,,,,,,
6656,Scandinavian Journal of Psychology,,1701,Psychology,1702,Cognitive Science,,,0036-5564,1467-9450,,,,,,,,,,,
6657,Scandinavian Psychoanalytic Review,,1701,Psychology,,,,,0106-2301,1600-0803,,,,,,,,,,,
6658,School Psychology International,,1303,Specialist Studies in Education,1701,Psychology,,,0143-0343,1461-7374,,,,,,,,,,,
6659,School Psychology Quarterly,,1303,Specialist Studies in Education,,,,,1045-3830,1939-1560,,,,,,,,,,,
6660,School Psychology Review,,1303,Specialist Studies in Education,1701,Psychology,,,0279-6015,,,,,,,,,,,,
6663,Sex Roles: a journal of research,,1117,Public Health and Health Services,1699,Other Studies in Human Society,1701,Psychology,0360-0025,1573-2762,,,,,,,,,,,
6664,Sexual Abuse: a journal of research and treatment,,1602,Criminology,1701,Psychology,,,1079-0632,1573-286X,,,,,,,,,,,
6665,"Simulation and Gaming: an international journal of theory, design and research",,1701,Psychology,1702,Cognitive Science,,,1046-8781,1552-826X,,,,,,,,,,,
6668,Social Behavior and Personality: an international journal,,1701,Psychology,1702,Cognitive Science,,,0301-2212,,,,,,,,,,,,
6669,Social Cognition,,1701,Psychology,1702,Cognitive Science,,,0278-016X,1943-2798,,,,,,,,,,,
6670,Social Development,,1701,Psychology,,,,,0961-205X,1467-9507,,,,,,,,,,,
6671,Social Education,,1302,Curriculum and Pedagogy,,,,,0037-7724,1930-3653,,,,,,,,,,,
6672,Social Psychology of Education: an international journal,,13,Education,16,Studies in Human Society,17,Psychology and Cognitive Sciences,1381-2890,1573-1928,,,,,,,,,,,
6673,Social Psychology Quarterly,,1608,Sociology,1701,Psychology,1702,Cognitive Science,0190-2725,1939-8999,,,,,,,,,,,
6675,South African Journal of Psychology,,17,Psychology and Cognitive Sciences,,,,,0081-2463,,,,,,,,,,,,
6676,Journal of Pacific Rim Psychology,,1701,Psychology,1702,Cognitive Science,,,1329-2617,1834-4909,,,,,,,,,,,
6677,Journal of Russian and East European Psychology: a journal of translations,,1701,Psychology,,,,,1061-0405,1558-0415,,,,,,,,,,,
6678,Spanish Journal of Psychology,,1701,Psychology,,,,,1138-7416,,,,,,,,,,,,
6679,"Seeing and Perceiving: an international journal on computation, perception, attention and action",,1701,Psychology,1702,Cognitive Science,,,0169-1015,1568-5683,,,,,,,,,,,
6680,Sport Psychologist,,1106,Human Movement and Sports Science,1701,Psychology,,,0888-4781,1543-2793,,,,,,,,,,,
6682,Stress and Health,,1117,Public Health and Health Services,1503,Business and Management,1701,Psychology,0748-8386,1532-2998,1532-3005,,,,,,,,,,
6683,Studia Psychologica: journal for basic research in psychological sciences,,1701,Psychology,1702,Cognitive Science,,,0039-3320,,,,,,,,,,,,
6684,Substance Use and Misuse,,1117,Public Health and Health Services,1701,Psychology,,,1082-6084,1532-2491,,,,,,,,,,,
6685,Suicide and Life-Threatening Behavior,,1701,Psychology,,,,,0363-0234,1943-278X,,,,,,,,,,,
6686,Schweizerische Zeitschrift fuer Psychologie,,1701,Psychology,1702,Cognitive Science,,,1421-0185,,,,,,,,,,,,
6687,Teaching of Psychology,,1302,Curriculum and Pedagogy,1701,Psychology,,,0098-6283,1532-8023,,,,,,,,,,,
6688,Theory and Psychology,,1701,Psychology,1702,Cognitive Science,2004,Linguistics,0959-3543,1461-7447,,,,,,,,,,,
6689,Thinking and Reasoning,,1701,Psychology,1702,Cognitive Science,,,1354-6783,1464-0708,,,,,,,,,,,
6691,Transportation Research Part F: Traffic Psychology and Behaviour,,1507,Transportation and Freight Services,1701,Psychology,,,1369-8478,1873-5517,,,,,,,,,,,
6692,Le Travail Humain,,1701,Psychology,,,,,0041-1868,,,,,,,,,,,,
6693,Trends in Cognitive Sciences,,08,Information and Computing Sciences,11,Medical and Health Sciences,17,Psychology and Cognitive Sciences,1364-6613,1879-307X,,,,,,,,,,,
6694,Turk Psikoloji Dergisi,,1701,Psychology,,,,,1300-4433,,,,,,,,,,,,
6695,Verhaltenstherapie: Praxis - Forschung - Perspektiven,,1103,Clinical Sciences,1701,Psychology,,,1016-6262,1423-0402,,,,,,,,,,,
6696,Visual Cognition,,1701,Psychology,1702,Cognitive Science,,,1350-6285,1464-0716,,,,,,,,,,,
6697,Voprosy Psikhologii,,1701,Psychology,,,,,0042-8841,,,,,,,,,,,,
6698,Women and Therapy: a feminist quarterly,,1699,Other Studies in Human Society,1701,Psychology,,,0270-3149,1541-0315,,,,,,,,,,,
6699,Work and Stress,,1503,Business and Management,1701,Psychology,,,0267-8373,1464-5335,,,,,,,,,,,
6701,Zeitschrift fuer Arbeits- und Organisationspsychologie,,1701,Psychology,,,,,0932-4089,,,,,,,,,,,,
6702,Zeitschrift fuer Entwicklungspsychologie und Paedagogische Psychologie,,1701,Psychology,,,,,0049-8637,,,,,,,,,,,,
6705,GeroPsych,,1103,Clinical Sciences,1701,Psychology,,,1011-6877,1662-9647,1662-971X,,,,,,,,,,
6706,"Zeitschrift fuer Psychiatrie, Psychologie und Psychotherapie",,1701,Psychology,1702,Cognitive Science,,,0723-6557,1431-8172,1661-4747,,,,,,,,,,
6707,Zeitschrift fuer Klinische Psychologie und Psychotherapie: Forschung und Praxis,,1701,Psychology,,,,,0084-5345,1616-3443,,,,,,,,,,,
6709,Zeitschrift fur Padagogische Psychologie,,1701,Psychology,,,,,1010-0652,,,,,,,,,,,,
6710,Zeitschrift fur Personalpsychologie,,1701,Psychology,,,,,1617-6391,,,,,,,,,,,,
6711,Zeitschrift fuer Psychologie,,1701,Psychology,1702,Cognitive Science,,,2151-2604,2190-8370,,,,,,,,,,,
